1, 39,  State-gov
2, 50,  Self-emp-not-inc
3, 38,  Private
4, 53,  Private
5, 28,  Private
6, 37,  Private
7, 49,  Private
8, 52,  Self-emp-not-inc
9, 31,  Private
10, 42,  Private
11, 37,  Private
12, 30,  State-gov
13, 23,  Private
14, 32,  Private
15, 40,  Private
16, 34,  Private
17, 25,  Self-emp-not-inc
18, 32,  Private
19, 38,  Private
20, 43,  Self-emp-not-inc
21, 40,  Private
22, 54,  Private
23, 35,  Federal-gov
24, 43,  Private
25, 59,  Private
26, 56,  Local-gov
27, 19,  Private
28, 54,  ?
29, 39,  Private
30, 49,  Private
31, 23,  Local-gov
32, 20,  Private
33, 45,  Private
34, 30,  Federal-gov
35, 22,  State-gov
36, 48,  Private
37, 21,  Private
38, 19,  Private
39, 31,  Private
40, 48,  Self-emp-not-inc
41, 31,  Private
42, 53,  Self-emp-not-inc
43, 24,  Private
44, 49,  Private
45, 25,  Private
46, 57,  Federal-gov
47, 53,  Private
48, 44,  Private
49, 41,  State-gov
50, 29,  Private
51, 25,  Private
52, 18,  Private
53, 47,  Private
54, 50,  Federal-gov
55, 47,  Self-emp-inc
56, 43,  Private
57, 46,  Private
58, 35,  Private
59, 41,  Private
60, 30,  Private
61, 30,  Private
62, 32,  ?
63, 48,  Private
64, 42,  Private
65, 29,  Private
66, 36,  Private
67, 28,  Private
68, 53,  Private
69, 49,  Self-emp-inc
70, 25,  ?
71, 19,  Private
72, 31,  Private
73, 29,  Self-emp-not-inc
74, 23,  Private
75, 79,  Private
76, 27,  Private
77, 40,  Private
78, 67,  ?
79, 18,  Private
80, 31,  Local-gov
81, 18,  Private
82, 52,  Private
83, 46,  Private
84, 59,  Private
85, 44,  Private
86, 53,  Private
87, 49,  Local-gov
88, 33,  Private
89, 30,  Private
90, 43,  Federal-gov
91, 57,  Private
92, 37,  Private
93, 28,  Private
94, 30,  Private
95, 34,  Local-gov
96, 29,  Local-gov
97, 48,  Self-emp-not-inc
98, 37,  Private
99, 48,  Private
100, 32,  Federal-gov
101, 76,  Private
102, 44,  Private
103, 47,  Self-emp-not-inc
104, 20,  Private
105, 29,  Private
106, 32,  Self-emp-inc
107, 17,  ?
108, 30,  Private
109, 31,  Local-gov
110, 42,  Private
111, 24,  Private
112, 38,  Private
113, 56,  Self-emp-not-inc
114, 28,  Private
115, 36,  Private
116, 53,  Private
117, 56,  Self-emp-inc
118, 49,  Local-gov
119, 55,  Private
120, 22,  Private
121, 21,  Private
122, 40,  Private
123, 30,  Private
124, 29,  State-gov
125, 19,  Private
126, 47,  Private
127, 20,  Private
128, 31,  Private
129, 35,  ?
130, 39,  Private
131, 28,  Private
132, 24,  Private
133, 38,  Self-emp-not-inc
134, 37,  Private
135, 46,  Private
136, 38,  Federal-gov
137, 43,  Self-emp-not-inc
138, 27,  Private
139, 20,  Private
140, 49,  Private
141, 61,  Self-emp-inc
142, 27,  Private
143, 19,  Private
144, 45,  Private
145, 70,  Private
146, 31,  Private
147, 22,  Private
148, 36,  Private
149, 64,  Private
150, 43,  ?
151, 47,  Local-gov
152, 34,  Private
153, 33,  Private
154, 21,  Private
155, 52,  ?
156, 48,  Private
157, 23,  Private
158, 71,  Self-emp-not-inc
159, 29,  Private
160, 42,  Private
161, 68,  ?
162, 25,  Private
163, 44,  Self-emp-inc
164, 28,  Private
165, 45,  Self-emp-not-inc
166, 36,  Private
167, 39,  Federal-gov
168, 46,  State-gov
169, 18,  Private
170, 66,  Local-gov
171, 27,  Private
172, 28,  State-gov
173, 51,  Private
174, 27,  Private
175, 28,  State-gov
176, 27,  Private
177, 21,  Private
178, 34,  Private
179, 18,  Private
180, 33,  Private
181, 44,  Local-gov
182, 43,  Private
183, 30,  Private
184, 40,  Private
185, 37,  Federal-gov
186, 34,  Private
187, 41,  Self-emp-not-inc
188, 53,  ?
189, 31,  Private
190, 58,  State-gov
191, 38,  Private
192, 24,  Private
193, 41,  Local-gov
194, 47,  Private
195, 41,  Federal-gov
196, 23,  Private
197, 36,  Private
198, 40,  Federal-gov
199, 35,  Private
200, 24,  Self-emp-not-inc
201, 26,  Private
202, 19,  ?
203, 51,  Private
204, 42,  Local-gov
205, 37,  State-gov
206, 18,  Private
207, 36,  Private
208, 35,  Private
209, 58,  Self-emp-inc
210, 17,  Private
211, 44,  Local-gov
212, 37,  Private
213, 35,  Private
214, 60,  Private
215, 54,  Self-emp-inc
216, 37,  Private
217, 50,  Private
218, 38,  Private
219, 45,  Private
220, 25,  Private
221, 31,  Private
222, 64,  ?
223, 90,  Private
224, 54,  Private
225, 53,  Local-gov
226, 18,  Private
227, 60,  ?
228, 66,  Self-emp-not-inc
229, 75,  Private
230, 65,  Private
231, 35,  Private
232, 41,  Private
233, 25,  Private
234, 33,  Private
235, 28,  Private
236, 59,  State-gov
237, 40,  State-gov
238, 41,  Private
239, 38,  Local-gov
240, 23,  Private
241, 40,  Private
242, 41,  Self-emp-not-inc
243, 24,  State-gov
244, 20,  ?
245, 38,  Private
246, 56,  Private
247, 58,  Private
248, 32,  Private
249, 40,  Private
250, 45,  Private
251, 41,  Private
252, 42,  Private
253, 59,  Local-gov
254, 19,  Local-gov
255, 58,  Private
256, 42,  Self-emp-not-inc
257, 20,  Private
258, 32,  Private
259, 45,  Private
260, 50,  Private
261, 36,  Private
262, 45,  Private
263, 17,  Private
264, 59,  Private
265, 26,  Private
266, 37,  Self-emp-inc
267, 19,  ?
268, 64,  Private
269, 33,  Private
270, 33,  Private
271, 61,  Private
272, 17,  Private
273, 50,  Self-emp-not-inc
274, 27,  Local-gov
275, 30,  Private
276, 43,  Private
277, 44,  Private
278, 35,  Private
279, 25,  Private
280, 24,  Private
281, 22,  Private
282, 42,  Local-gov
283, 34,  Private
284, 60,  Private
285, 21,  Private
286, 57,  Federal-gov
287, 41,  Private
288, 50,  Private
289, 25,  Private
290, 50,  Private
291, 36,  Private
292, 31,  Private
293, 29,  Local-gov
294, 21,  Private
295, 27,  Private
296, 65,  Private
297, 37,  Self-emp-inc
298, 39,  ?
299, 24,  Private
300, 38,  Private
301, 48,  Private
302, 21,  Private
303, 31,  Private
304, 55,  Private
305, 24,  Private
306, 43,  Private
307, 26,  Private
308, 46,  Private
309, 35,  Private
310, 41,  Self-emp-inc
311, 26,  Private
312, 34,  Private
313, 19,  ?
314, 36,  Self-emp-not-inc
315, 22,  Private
316, 24,  Private
317, 77,  Self-emp-not-inc
318, 22,  Private
319, 29,  Private
320, 62,  Private
321, 39,  Self-emp-not-inc
322, 43,  Private
323, 35,  Private
324, 29,  Private
325, 76,  Self-emp-not-inc
326, 63,  Self-emp-not-inc
327, 23,  ?
328, 43,  Private
329, 58,  Self-emp-not-inc
330, 66,  Private
331, 41,  Private
332, 26,  Private
333, 47,  Private
334, 55,  Local-gov
335, 53,  Private
336, 17,  Private
337, 30,  Private
338, 49,  Private
339, 19,  Private
340, 45,  Private
341, 26,  Private
342, 38,  Private
343, 36,  State-gov
344, 33,  Private
345, 22,  State-gov
346, 43,  Self-emp-not-inc
347, 67,  ?
348, 30,  ?
349, 56,  Private
350, 31,  Private
351, 33,  Private
352, 26,  Private
353, 33,  Private
354, 46,  Local-gov
355, 59,  ?
356, 38,  Federal-gov
357, 65,  Private
358, 40,  Private
359, 42,  Private
360, 26,  Self-emp-not-inc
361, 36,  Private
362, 62,  Private
363, 43,  Private
364, 43,  Private
365, 22,  Private
366, 28,  Private
367, 56,  Self-emp-not-inc
368, 22,  Private
369, 57,  Private
370, 39,  Private
371, 26,  Federal-gov
372, 17,  Private
373, 40,  State-gov
374, 45,  Private
375, 44,  Private
376, 20,  Local-gov
377, 33,  Private
378, 23,  Private
379, 46,  Self-emp-not-inc
380, 38,  Private
381, 54,  Private
382, 46,  Private
383, 25,  Private
384, 46,  Private
385, 36,  Local-gov
386, 23,  Private
387, 29,  Private
388, 44,  Private
389, 19,  Private
390, 19,  Private
391, 35,  Private
392, 27,  Private
393, 46,  Self-emp-not-inc
394, 34,  State-gov
395, 34,  Private
396, 44,  Private
397, 45,  Private
398, 20,  ?
399, 25,  Private
400, 52,  Self-emp-inc
401, 20,  Private
402, 28,  Private
403, 50,  State-gov
404, 34,  Private
405, 28,  Private
406, 41,  Private
407, 28,  Private
408, 46,  Self-emp-not-inc
409, 28,  ?
410, 32,  Private
411, 41,  Local-gov
412, 24,  Private
413, 33,  Private
414, 46,  Private
415, 31,  State-gov
416, 35,  Private
417, 52,  Private
418, 30,  Private
419, 34,  Local-gov
420, 34,  State-gov
421, 20,  Private
422, 17,  Private
423, 32,  State-gov
424, 29,  Private
425, 33,  Private
426, 25,  Private
427, 36,  Federal-gov
428, 23,  Private
429, 63,  Self-emp-inc
430, 47,  Local-gov
431, 80,  ?
432, 17,  ?
433, 40,  Self-emp-not-inc
434, 30,  Private
435, 27,  Private
436, 33,  Private
437, 34,  Local-gov
438, 34,  Local-gov
439, 23,  Private
440, 42,  Local-gov
441, 29,  Private
442, 45,  Private
443, 24,  Federal-gov
444, 44,  Private
445, 27,  Private
446, 20,  Private
447, 44,  Private
448, 51,  Private
449, 20,  Private
450, 17,  ?
451, 19,  Private
452, 45,  Self-emp-inc
453, 60,  Private
454, 42,  Private
